Taxon,Family,Genus,species,rank 1,infraspecific 1,rank 2,infraspecific 2,Taxon 2019 final without ranks,Taxon_Khouryetal (2013),Taxon_GRIN Global_2019,CWR_WUS_common_name,Type,Priority 2013,Category 2019 very general,Category 2019 general,Category 2019,Category 2019 confirmed,GRIN Global CWR Primary,GRIN Global CWR Secondary,GRIN Global CWR Tertiary,GRIN Global CWR Graftstock,In GRIN Global  CWR 2019,For ex situ gap analysis,For in situ gap analysis,Note on relation 2019,Relation_to_crop_2013,GP_TG_2013,GP_TG_citation_2013,Occurrence general,Occurrence specific,Distribution_states,Nox_weed,Occurrence_notes,CWR_WUS_citation,Type,Associated_crop_taxon,Associated_crop_common name,Crop or WUS use_very general,Crop or WUS use_general,Crop or WUS use_1,Crop or WUS use_2,Crop or WUS use_3
Helianthus microcephalus,Asteraceae,Helianthus,microcephalus,,,,,Helianthus microcephalus,Helianthus microcephalus,Helianthus microcephalus,small woodland sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus mollis,Asteraceae,Helianthus,mollis,,,,,Helianthus mollis,Helianthus mollis,Helianthus mollis,ashy sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native; naturalized,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus neglectus,Asteraceae,Helianthus,neglectus,,,,,Helianthus neglectus,Helianthus neglectus,Helianthus neglectus,neglected sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus niveus,Asteraceae,Helianthus,niveus,,,,,Helianthus niveus,Helianthus niveus,Helianthus niveus,snowy sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus niveus subsp. canescens,Asteraceae,Helianthus,niveus,subsp.,canescens,,,Helianthus niveus canescens,Helianthus niveus subsp. canescens,Helianthus niveus subsp. canescens,,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),Harlan and de Wet CWR Database (2012),Native,Native,,,,Khoury et al. (2012) Crop prioritization method,CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus niveus subsp. tephrodes,Asteraceae,Helianthus,niveus,subsp.,tephrodes,,,Helianthus niveus tephrodes,Helianthus niveus subsp. tephrodes,Helianthus niveus subsp. tephrodes,Algodones dunes sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus nuttallii,Asteraceae,Helianthus,nuttallii,,,,,Helianthus nuttallii,Helianthus nuttallii,Helianthus nuttallii,Nuttall's sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus nuttallii subsp. nuttallii,Asteraceae,Helianthus,nuttallii,subsp.,nuttallii,,,Helianthus nuttallii nuttallii,Helianthus nuttallii subsp. nuttallii,Helianthus nuttallii subsp. nuttallii,Nuttall's sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,,Y,Y,Include all Helianthus in at least 1b as much interfertility,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus nuttallii subsp. parishii,Asteraceae,Helianthus,nuttallii,subsp.,parishii,,,Helianthus nuttallii parishii,Helianthus nuttallii subsp. parishii,Helianthus nuttallii subsp. parishii,"Parish's, Los Angles sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,,Y,Y,Include all Helianthus in at least 1b as much interfertility,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus nuttallii subsp. rydbergii,Asteraceae,Helianthus,nuttallii,subsp.,rydbergii,,,Helianthus nuttallii rydbergii,Helianthus nuttallii subsp. rydbergii,Helianthus nuttallii subsp. rydbergii,Rydberg's sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,,Y,Y,Include all Helianthus in at least 1b as much interfertility,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus occidentalis,Asteraceae,Helianthus,occidentalis,,,,,Helianthus occidentalis,Helianthus occidentalis,Helianthus occidentalis,"fewleaf, western sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus occidentalis subsp. occidentalis,Asteraceae,Helianthus,occidentalis,subsp.,occidentalis,,,Helianthus occidentalis occidentalis,Helianthus occidentalis subsp. occidentalis,Helianthus occidentalis subsp. occidentalis,"fewleaf, western sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus occidentalis subsp. plantagineus,Asteraceae,Helianthus,occidentalis,subsp.,plantagineus,,,Helianthus occidentalis plantagineus,Helianthus occidentalis subsp. plantagineus,Helianthus occidentalis subsp. plantagineus,Shinner's sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus paradoxus,Asteraceae,Helianthus,paradoxus,,,,,Helianthus paradoxus,Helianthus paradoxus,Helianthus paradoxus,"Pecos, paradox, puzzle sunflower",CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus pauciflorus,Asteraceae,Helianthus,pauciflorus,,,,,Helianthus pauciflorus,Helianthus pauciflorus,Helianthus pauciflorus,stiff sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus pauciflorus subsp. pauciflorus,Asteraceae,Helianthus,pauciflorus,subsp.,pauciflorus,,,Helianthus pauciflorus pauciflorus,Helianthus pauciflorus subsp. pauciflorus,Helianthus pauciflorus subsp. pauciflorus,stiff sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus pauciflorus subsp. subrhomboideus,Asteraceae,Helianthus,pauciflorus,subsp.,subrhomboideus,,,Helianthus pauciflorus subrhomboideus,Helianthus pauciflorus subsp. subrhomboideus,Helianthus pauciflorus subsp. subrhomboideus,,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),Harlan and de Wet CWR Database (2012),Native,Native,,,,Khoury et al. (2012) Crop prioritization method,CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus petiolaris,Asteraceae,Helianthus,petiolaris,,,,,Helianthus petiolaris,Helianthus petiolaris,Helianthus petiolaris,prairie sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native; naturalized,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus petiolaris subsp. fallax,Asteraceae,Helianthus,petiolaris,subsp.,fallax,,,Helianthus petiolaris fallax,Helianthus petiolaris subsp. fallax,Helianthus petiolaris subsp. fallax,deceptive sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus petiolaris subsp. petiolaris,Asteraceae,Helianthus,petiolaris,subsp.,petiolaris,,,Helianthus petiolaris petiolaris,Helianthus petiolaris subsp. petiolaris,Helianthus petiolaris subsp. petiolaris,prairie sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native; naturalized,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus porteri,Asteraceae,Helianthus,porteri,,,,,Helianthus porteri,Helianthus porteri,Helianthus porteri,"Confederate daisy, Porter's sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Assume distant,,"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native; naturalized,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus praecox,Asteraceae,Helianthus,praecox,,,,,Helianthus praecox,Helianthus praecox,Helianthus praecox,Texas sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus praecox subsp. hirtus,Asteraceae,Helianthus,praecox,subsp.,hirtus,,,Helianthus praecox hirtus,Helianthus praecox subsp. hirtus,Helianthus praecox subsp. hirtus,Dimmit sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus praecox subsp. praecox,Asteraceae,Helianthus,praecox,subsp.,praecox,,,Helianthus praecox praecox,Helianthus praecox subsp. praecox,Helianthus praecox subsp. praecox,Texas sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus praecox subsp. runyonii,Asteraceae,Helianthus,praecox,subsp.,runyonii,,,Helianthus praecox runyonii,Helianthus praecox subsp. runyonii,Helianthus praecox subsp. runyonii,Runyon's sunflower,CWR,Priority (1)A,Priority,Category (1),Category (1)A,Y,,Y,,,Y,Y,Y,,Close,GP(2),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,FNA (2006),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus pumilus,Asteraceae,Helianthus,pumilus,,,,,Helianthus pumilus,Helianthus pumilus,Helianthus pumilus,"little, dwarfish sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus radula,Asteraceae,Helianthus,radula,,,,,Helianthus radula,Helianthus radula,Helianthus radula,"rayless, pineland sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,,,,Y,Y,Include all Helianthus in at least 1b as much interfertility,Assume distant,,"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus resinosus,Asteraceae,Helianthus,resinosus,,,,,Helianthus resinosus,Helianthus resinosus,Helianthus resinosus,resindot sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)A,Y,,Y,Y,,Y,Y,Y,Tertiary pe Kantar et al. 2015,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus salicifolius,Asteraceae,Helianthus,salicifolius,,,,,Helianthus salicifolius,Helianthus salicifolius,Helianthus salicifolius,willowleaf sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus schweinitzii,Asteraceae,Helianthus,schweinitzii,,,,,Helianthus schweinitzii,Helianthus schweinitzii,Helianthus schweinitzii,Schweinitz's sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus silphioides,Asteraceae,Helianthus,silphioides,,,,,Helianthus silphioides,Helianthus silphioides,Helianthus silphioides,rosinweed sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus simulans,Asteraceae,Helianthus,simulans,,,,,Helianthus simulans,Helianthus simulans,Helianthus simulans,muck sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus smithii,Asteraceae,Helianthus,smithii,,,,,Helianthus smithii,Helianthus smithii,Helianthus smithii,Smith's sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus strumosus,Asteraceae,Helianthus,strumosus,,,,,Helianthus strumosus,Helianthus strumosus,Helianthus strumosus,"paleleaf woodland, rough sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus tuberosus,Asteraceae,Helianthus,tuberosus,,,,,Helianthus tuberosus,Helianthus tuberosus,Helianthus tuberosus,"Jerusalem artichoke, topinambour sunflower",CWR,Priority (1)B,Priority,Category (1),Category (1)A,Y,,,Y,,Y,Y,Y,Secondary per Kantar et al. 2015. also a crop in its own right,Distant,GP(3),"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus verticillatus,Asteraceae,Helianthus,verticillatus,,,,,Helianthus verticillatus,Helianthus verticillatus,Helianthus verticillatus,whorled sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Assume distant,,"Harlan and de Wet CWR Database (2012); Gerald Seiler, Laura Marek, personal communication (2010)",Native,Native,,,,Wiersema and León (1999),CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus winteri,Asteraceae,Helianthus,winteri,,,,,Helianthus winteri,,Helianthus winteri,Runyon's sunflower,CWR,,Priority,Category (1),Category (1)A,Y,,,,,,Y,Y,Primary per Kantar et al. 2015,,,,Native,Native,,,,,CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus x intermedius,Asteraceae,Helianthus,x intermedius,,,,,Helianthus x intermedius,Helianthus x intermedius,Helianthus x intermedius,,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,,,,Y,Y,Include all Helianthus in at least 1b as much interfertility,Assume distant,,Harlan and de Wet CWR Database (2012),Native,Native,"US: IA, IN, KS, MA, ME, MI, MN, MO, NE, OH, SD, TX, WI",,,Khoury et al. (2012) Crop prioritization method,CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Helianthus x laetiflorus,Asteraceae,Helianthus,x laetiflorus,,,,,Helianthus x laetiflorus,Helianthus x laetiflorus,Helianthus x laetiflorus,Hybrid Prairie Sunflower,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,,,,Y,Y,Include all Helianthus in at least 1b as much interfertility,Distant,GP(3),Harlan and de Wet CWR Database (2012),Native,Native,"US: AL, CT, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WVCA: AB, NB, NF, ON, SK",,,Khoury et al. (2012) Crop prioritization method,CWR,Helianthus annuus,Sunflower,Food and agriculture,Food,Oils,,
Hordeum arizonicum,Poaceae,Hordeum,arizonicum,,,,,Hordeum arizonicum,Hordeum arizonicum,Hordeum arizonicum,,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),GRIN CWR Database (2010); Harlan and de Wet CWR Database (2012),Native,Native,,,,Wiersema and León (1999),CWR,Hordeum vulgare,Barley,Food and agriculture,Food,Cereals and pseudocereals,,
Hordeum brachyantherum,Poaceae,Hordeum,brachyantherum,,,,,Hordeum brachyantherum,Hordeum brachyantherum,Hordeum brachyantherum,Meadow Barley,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),Harlan and de Wet CWR Database (2012),Native,Native; naturalized,"US: AK, AZ, CA, CO, GA, ID, IL, IN, MD, ME, MO, MS, MT, NH, NJ, NM, NV, NY, OR, PA, UT, WA, WYCA: AB, BC, LB, NF, QC, SK, YT",,,Khoury et al. (2012) Crop prioritization method,CWR,Hordeum vulgare,Barley,Food and agriculture,Food,Cereals and pseudocereals,,
Hordeum brachyantherum subsp. brachyantherum,Poaceae,Hordeum,brachyantherum,subsp.,brachyantherum,,,Hordeum brachyantherum brachyantherum,Hordeum brachyantherum subsp. brachyantherum,Hordeum brachyantherum subsp. brachyantherum,,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),GRIN CWR Database (2010); Harlan and de Wet CWR Database (2012),Native,Native; naturalized,,,,Wiersema and León (1999),CWR,Hordeum vulgare,Barley,Food and agriculture,Food,Cereals and pseudocereals,,
Hordeum brachyantherum subsp. californicum,Poaceae,Hordeum,brachyantherum,subsp.,californicum,,,Hordeum brachyantherum californicum,Hordeum brachyantherum subsp. californicum,Hordeum brachyantherum subsp. californicum,,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),GRIN CWR Database (2010); Harlan and de Wet CWR Database (2012),Native,Native,,,,Wiersema and León (1999),CWR,Hordeum vulgare,Barley,Food and agriculture,Food,Cereals and pseudocereals,,
Hordeum depressum,Poaceae,Hordeum,depressum,,,,,Hordeum depressum,Hordeum depressum,Hordeum depressum,,CWR,Priority (1)B,Priority,Category (1),Category (1)B,Y,,,Y,,Y,Y,Y,,Distant,GP(3),GRIN CWR Database (2010); Harlan and de Wet CWR Database (2012),Native,Native,,,,Wiersema and León (1999),CWR,Hordeum vulgare,Barley,Food and agriculture,Food,Cereals and pseudocereals,,
